,D_Finance,D_Human Resources,D_IT,D_Operations,D_Sales,D_Warehouse,G_Australia,G_China,G_Colombia,G_France,G_Japan,G_Korea,G_Turkey,G_UK,G_US,Role,Will_Relocate,Critical,Percent_Remote,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,salary,Gender,LinkedIn_Hits,Emp_Identity,Emp_Role,Emp_Position,Emp_Title,Sensor_StepCount,Sensor_Heartbeat(Average/Min),Sensor_Proximity(1-highest/10-lowest),left_Company
4041,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0.0,0.4,0.57,2,134,3,0,0,0,0,42,2,1,2,1,1415,60,6,1
4042,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0.0,0.4,0.51,2,143,3,0,0,0,1,56,1,2,2,1,1891,74,8,1
4043,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.8,0.87,5,263,4,0,0,0,0,9,2,1,1,2,1551,88,3,1
4044,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.8,0.89,4,270,5,0,0,1,1,9,1,1,2,1,1167,86,4,1
4045,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.4,0.49,2,138,3,0,0,0,1,33,2,2,1,1,1132,68,9,1
4046,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0.0,0.8,0.8,6,282,4,0,0,1,1,8,2,1,2,1,1553,87,3,1
4047,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.4,0.52,2,135,3,0,0,0,1,26,1,2,2,1,1533,60,8,1
4048,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.8,0.91,7,287,4,0,0,0,1,9,2,1,1,2,1667,86,9,1
4049,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.8,0.97,7,254,4,1,0,1,0,9,2,2,2,2,1788,86,3,1
4050,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0.0,0.8,0.9,5,267,5,0,0,1,0,3,2,2,2,1,1194,90,8,1
4051,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,0,0.0,0.4,0.55,2,138,3,0,0,1,0,58,2,1,2,2,6424,63,10,1
4052,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.4,0.5,2,140,3,0,0,0,0,40,1,2,2,1,1095,74,7,1
4053,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1.0,0.4,0.53,2,131,3,0,0,1,0,48,1,1,1,1,8355,63,7,1
4054,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0.0,0.4,0.54,2,158,3,0,0,0,0,3,2,1,2,1,1806,67,10,1
4055,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0.0,0.4,0.54,2,136,3,0,0,0,1,36,1,2,2,1,1001,63,7,1
4056,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.4,0.56,2,157,3,0,0,0,1,18,1,2,1,2,1861,63,10,1
4057,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.8,0.97,6,267,4,1,0,0,1,10,1,2,1,2,1580,88,4,1
4058,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,0,0.0,0.8,0.93,5,225,5,0,0,0,1,2,2,2,2,2,1812,89,5,1
4059,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0.0,1.0,1.0,4,252,5,0,0,1,0,1,2,1,2,1,1538,88,9,1
4060,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,0.4,0.51,2,159,3,0,0,0,0,33,1,1,1,2,1456,72,8,1
4061,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.8,1.0,4,245,5,0,0,0,1,8,1,1,1,1,1841,90,4,1
4062,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.8,0.86,6,279,4,0,0,0,1,1,2,1,1,1,1150,86,8,1
4063,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.8,0.78,6,281,4,0,0,0,1,8,1,2,2,1,1241,87,7,1
4064,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.4,0.48,2,137,3,0,0,0,1,26,1,2,2,1,1083,64,6,1
4065,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.8,0.78,6,245,4,0,0,0,0,10,1,2,1,1,1448,85,1,1
4066,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.8,0.85,5,267,5,0,0,1,1,10,1,1,2,2,1505,87,1,1
4067,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.4,0.48,2,143,3,0,0,1,1,52,1,1,2,1,7025,73,8,1
4068,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.4,0.57,2,130,3,0,0,0,0,28,1,2,2,2,1332,75,9,1
4069,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0.0,0.4,0.5,2,155,3,0,0,0,1,31,2,1,2,1,1794,73,6,1
4070,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0.0,0.8,0.85,4,249,6,0,0,0,1,2,2,2,2,2,1046,86,7,1
4071,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.4,0.47,2,154,3,0,0,0,0,40,2,2,1,2,1382,72,10,1
4072,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0.0,0.8,1.0,5,257,5,0,0,1,1,1,2,1,1,2,1102,87,7,1
4073,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.8,0.97,4,274,6,0,0,0,1,10,1,2,2,2,1355,85,7,1
4074,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.8,0.77,7,291,4,0,0,0,1,2,1,1,2,2,1216,86,8,1
4075,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1.0,0.4,0.51,2,130,3,0,0,0,0,61,1,1,1,2,1140,73,6,1
4076,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.8,0.77,6,247,4,0,0,0,1,10,2,2,1,1,1556,90,2,1
4077,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,0.0,0.8,0.87,5,225,5,0,0,0,0,6,1,1,1,2,1082,85,4,1
4078,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.8,0.79,6,291,4,0,0,0,0,5,2,2,2,1,1327,86,2,1
4079,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.4,0.5,2,140,3,0,0,1,1,3,2,1,1,1,8041,75,6,1
4080,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.8,0.9,5,256,5,0,0,0,0,5,1,1,1,2,1970,89,3,1
4081,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.8,0.92,6,281,4,0,0,1,1,2,1,1,1,2,1592,88,2,1
4082,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.4,0.57,2,134,3,0,0,0,1,58,2,2,2,1,1067,68,8,1
4083,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.8,0.96,5,243,5,0,0,1,0,4,1,2,2,2,1385,85,1,1
4084,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,0,0.0,0.8,0.75,3,188,4,0,0,0,1,2,2,1,2,1,1059,87,6,1
4085,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.8,0.8,6,281,2,0,0,1,0,9,1,1,2,1,1715,87,9,1
4086,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0,0.8,0.77,6,247,4,0,0,0,0,2,1,1,2,2,1326,87,2,1
4087,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.8,0.86,6,279,4,0,0,0,0,5,2,1,1,2,1836,88,5,1
4088,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,0,0.0,0.8,0.94,7,267,4,0,0,1,1,8,2,2,1,1,1285,87,5,1
4089,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0.0,0.8,1.0,4,192,4,0,0,0,0,3,1,1,2,1,1406,89,8,1
4090,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,1,1.0,0.4,0.51,2,127,3,0,0,1,1,53,1,1,1,2,6418,66,7,1
4091,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,1,0.0,0.8,0.84,6,309,4,0,0,0,1,6,1,2,2,1,1463,89,6,1
4092,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.8,0.98,6,250,4,0,0,1,1,5,1,1,1,2,1747,88,1,1
4093,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,0.4,0.46,2,130,3,0,0,0,1,61,1,1,2,2,1267,61,6,1
4094,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0.0,0.8,1.0,5,242,5,0,0,0,1,3,1,2,2,1,1276,89,8,1
4095,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.8,0.86,5,243,5,0,0,0,0,2,2,1,2,1,1637,87,3,1
4096,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.4,0.57,2,128,3,0,0,1,0,6,2,2,2,2,7423,72,7,1
4097,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.8,0.95,7,289,4,0,0,0,1,9,2,2,1,2,1904,86,3,1
4098,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.4,0.5,2,130,3,0,0,1,0,12,2,2,1,1,7197,64,6,1
4099,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0,0.8,0.86,6,273,4,1,0,0,1,6,2,1,2,2,1561,88,3,1
4100,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0.0,0.8,0.93,4,251,5,0,0,1,1,2,1,1,1,1,1482,86,1,1
4101,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.4,0.47,2,144,3,0,0,1,0,25,1,1,2,2,6722,63,8,1
4102,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.4,0.5,2,135,3,0,0,1,1,54,1,1,2,1,6883,75,9,1
4103,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.8,0.79,6,294,4,0,0,1,1,6,1,1,1,2,1112,85,1,1
4104,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0.0,0.8,0.8,7,243,4,0,0,1,0,6,1,2,1,1,1362,90,7,1
4105,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,0,1.0,0.4,0.53,2,146,3,0,0,0,1,37,1,2,2,2,1887,73,10,1
4106,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0.0,0.4,0.54,2,157,3,0,0,0,1,41,2,1,1,2,1170,68,7,1
4107,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0.0,0.4,0.57,2,142,3,0,0,1,0,20,1,2,2,2,6834,67,6,1
4108,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.8,0.83,7,302,5,0,0,1,1,5,2,2,2,1,1614,87,1,1
4109,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.4,0.57,2,136,3,0,0,0,0,19,2,2,2,1,1568,64,10,1
4110,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6,1,0.0,0.5,0.7,6,281,5,0,0,1,0,8,2,1,2,2,1864,87,7,1
4111,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.4,0.52,2,145,3,0,0,1,0,60,1,2,1,2,7515,69,10,1
4112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.8,0.87,4,228,5,0,0,0,1,6,1,1,2,1,1853,85,9,1
4113,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.4,0.56,2,143,3,0,0,1,0,52,2,1,1,1,7571,73,7,1
4114,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.8,0.99,5,254,5,0,0,1,0,4,1,1,2,1,1926,87,3,1
4115,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.8,0.92,6,305,4,0,0,0,1,2,1,2,1,1,1196,89,5,1
4116,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.4,0.51,2,154,3,1,0,0,0,49,2,1,2,1,1686,69,8,1
4117,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,0,0.0,0.8,0.74,4,164,2,0,0,0,0,7,1,2,1,2,1116,86,1,1
4118,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0.0,0.4,0.46,2,157,3,0,0,1,1,27,2,1,1,2,8011,69,9,1
4119,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0,1.0,0.4,0.49,2,135,3,0,0,1,0,41,2,2,2,1,6445,64,10,1
4120,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.4,0.56,2,154,3,0,0,0,0,22,1,2,1,1,1408,73,7,1
4121,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0.0,0.4,0.51,2,156,3,0,0,1,1,55,2,2,1,1,7192,66,9,1
4122,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.8,0.85,5,248,5,0,0,0,1,4,1,2,1,1,1284,90,6,1
4123,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0.0,0.8,0.87,5,242,5,0,0,1,1,3,1,2,1,1,1444,88,8,1
4124,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,1,0.0,0.8,0.88,5,228,5,1,0,0,1,5,2,1,2,1,1844,87,5,1
4125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0.0,0.8,0.93,5,253,5,0,0,0,0,4,2,2,1,1,1482,89,3,1
4126,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,0,0.0,0.4,0.54,2,152,3,0,0,0,0,65,1,2,1,2,1864,63,9,1
4127,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0.0,0.8,1.0,2,240,2,0,0,0,1,8,1,1,2,1,1144,86,8,1
4128,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.8,0.83,6,244,4,0,0,1,0,2,2,2,1,1,1980,86,3,1
4129,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,0.8,0.82,4,254,5,1,0,1,0,3,1,2,2,1,1880,87,9,1
4130,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0.0,0.8,0.88,6,269,4,0,0,1,0,1,2,2,1,2,1872,87,4,1
4131,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.8,0.82,5,240,5,0,0,1,1,1,1,2,1,1,1200,88,3,1
4132,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,0.0,0.4,0.55,2,159,3,0,0,2,1,20,2,1,2,1,1569,70,6,1
4133,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,0.0,0.4,0.48,2,138,3,0,0,0,1,34,2,1,2,2,1393,75,7,1
4134,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0.0,0.8,0.87,5,225,5,0,0,0,1,7,1,1,1,1,1476,88,1,1
4135,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,0,0.0,0.8,0.85,5,267,5,0,0,0,1,9,1,2,2,1,1017,88,5,1
4136,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.8,0.98,4,238,6,0,0,0,1,2,1,1,1,1,1898,90,3,1
4137,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.8,0.78,6,254,4,0,0,0,1,6,1,2,1,2,1335,85,5,1
4138,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.8,0.94,5,236,5,0,0,0,0,7,1,1,1,2,1137,88,3,1
4139,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.8,0.8,6,301,5,0,0,1,0,7,2,1,2,1,1209,87,9,1
4140,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.8,0.77,7,250,5,0,0,1,1,8,2,2,1,1,1776,86,2,1
4141,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.8,0.88,5,270,5,0,0,2,0,6,2,1,1,1,1836,87,9,1
4142,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0.0,0.8,0.87,4,184,3,0,0,0,1,4,2,2,2,1,1330,88,7,1
4143,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,0.8,0.74,3,182,4,0,0,0,1,10,1,2,1,2,1690,85,6,1
4144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0.0,0.8,1.0,5,257,6,0,0,0,1,2,2,2,1,1,1258,87,7,1
4145,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,0.4,0.47,2,152,3,0,0,0,0,47,2,2,1,2,1582,73,8,1
4146,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,0.8,0.86,5,235,5,0,0,1,0,10,2,1,2,2,1393,88,5,1
4147,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.4,0.55,2,151,3,0,0,0,0,14,1,1,1,1,1970,67,6,1
4148,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0.0,0.4,0.52,2,142,3,0,0,1,1,33,1,1,2,1,7584,63,8,1
4149,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.4,0.46,2,160,3,0,1,0,1,38,5,5,1,1,1150,62,9,1
4150,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0,0.8,0.99,4,204,4,1,0,0,0,3,1,2,1,1,1667,86,1,1
4151,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,1.0,0.4,0.49,2,134,3,0,0,1,1,23,2,2,2,1,7499,62,7,1
4152,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0,0.0,0.4,0.46,2,128,3,0,0,0,0,54,1,1,1,1,1098,73,10,1
4153,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1.0,0.4,0.51,2,150,3,0,0,0,1,22,2,2,1,2,1016,68,6,1
4154,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0,0.0,0.4,0.46,2,128,3,0,0,0,0,54,1,1,1,1,1098,73,10,1
4155,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0.0,0.4,0.57,2,157,3,0,0,0,1,4,2,1,1,2,1330,62,6,1
4156,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0.0,0.4,0.57,2,142,3,0,0,1,0,20,1,2,2,2,6834,67,6,1
4157,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1.0,0.4,0.47,2,136,3,0,0,1,0,62,2,1,1,2,6218,70,10,1
4158,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.8,1.0,5,229,5,0,0,0,1,9,2,2,1,2,1069,86,6,1
4159,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0.0,0.4,0.45,2,143,3,0,0,0,0,63,1,1,2,2,1349,75,7,1
4160,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,0.0,0.8,0.79,6,293,5,0,0,0,1,2,1,1,1,1,1494,86,2,1
4161,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.8,0.94,6,285,4,0,0,1,1,4,2,1,1,2,1244,86,7,1
4162,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.8,1.0,5,261,5,1,0,1,1,10,2,1,2,2,1434,88,7,1
